k,w,double_decycling_dna_mean,double_decycling_dna_std,double_decycling_dna_min,double_decycling_dna_max,one_zero_dna_mean,one_zero_dna_std,one_zero_dna_min,one_zero_dna_max,abb_plus_dna_mean,abb_plus_dna_std,abb_plus_dna_min,abb_plus_dna_max,miniception_dna_mean,miniception_dna_std,miniception_dna_min,miniception_dna_max,open_closed_dna_mean,open_closed_dna_std,open_closed_dna_min,open_closed_dna_max
12,53,1.8483926175956338,0.0029252450786004863,1.8443211254901744,1.8519349237245213,1.7677025558822692,0.003052555394165928,1.7627022883893577,1.7708830715986028,1.7803220214664315,0.003844370090535932,1.77666091848566,1.7857056787995118,1.9641061511869935,0.003711129982711922,1.960661042482374,1.9698947977878585,1.8806459628819838,0.0023123117905241796,1.8788262111054057,1.8846310572769822
8,32,1.8531942488920177,0.0013452901678657093,1.8513363786179422,1.8550323194828882,1.7232027287563398,0.0017998860123078382,1.7205099718404506,1.7250803987136205,1.7300996184061055,0.0012615232453204006,1.7287598398425625,1.7315317954912721,1.9778563542983314,0.0017709375031798075,1.9755298915217356,1.9804468128509944,1.9001029983520266,0.0028827026821509967,1.8961166621334058,1.9039705364714163
31,53,1.6257673171660951,0.0016865802787568126,1.6244929509368002,1.628677840037239,1.7599321617977126,0.0017991128777671728,1.7569514407868194,1.7616493162931182,1.7856354806597625,0.00449080163433797,1.7808458075860991,1.7924015013602137,1.8960355550577908,0.0044597309961928585,1.8911648841305704,1.900425638720574,1.6599214120825798,0.001741966553109762,1.658728043706842,1.6629129328072807
25,26,1.5666087340864567,0.0010686882638764215,1.5654936485825683,1.567923616992979,1.6813275427419445,0.0015248408838217467,1.6792431698387922,1.6832121182424629,1.7305668026315657,0.0023877789544552016,1.7275050424344485,1.7340119578445479,1.820556632763774,0.0011392924129095686,1.8194523471194874,1.8224898076325007,1.5858297842128053,0.001131394833103214,1.584271904465242,1.5870258686637073
7,5,1.7248936877657806,0.0017940444272657161,1.7228176929557675,1.7269036827407933,1.691803770490574,0.0008329477960746826,1.6908647728380677,1.6930637673405817,2.0408108979727553,0.000936771376746368,2.0394339014152467,2.041899895250262,1.9251959870100326,0.0023259342531797653,1.9230251924370187,1.9282661793345515,1.7531602170994574,0.0020757448678461257,1.7503696240759397,1.7555866110334724
27,64,1.714996120124156,0.0029454530206289432,1.7106477592717033,1.7187400003199897,1.7819634771687305,0.002560682958521784,1.7789605732616556,1.7853303694281784,1.8040042718633003,0.00324482220490822,1.8004098868836196,1.8073646643307413,1.9218520007359765,0.004842639489671252,1.9150987168410611,1.9259533694921762,1.7423602444721769,0.0016098306627846163,1.7405468025023199,1.7449016631467793
23,56,1.7228223609738926,0.002581074408236125,1.7197558468362886,1.7256551816549137,1.7666028351206164,0.002630694018451624,1.7635021219405858,1.7694584551632555,1.7911292483810457,0.0035831782744661558,1.7873844532353096,1.7959342138420122,1.9251552956517215,0.004484184389752003,1.9190222673765134,1.9287689944681548,1.7567250116996724,0.0033007071537879493,1.7537268956469219,1.7607946977484632
32,91,1.7528238465149837,0.0028906674645292683,1.749898379623727,1.7570280552234876,1.8225566736713479,0.004114769254074999,1.8169633281685682,1.828232815406899,1.8392815126911728,0.005560555317270354,1.8313146751822793,1.8455740263817997,1.927625093058266,0.0050129700108775465,1.921010594017972,1.9324180749775886,1.773550503452093,0.002429281819686328,1.770551439909484,1.7767151594602446
27,90,1.7877965491552879,0.003825752908994914,1.7828372723227455,1.7934837932293048,1.8214650340734668,0.00338218449398614,1.8165512551935163,1.8258328375223116,1.838399372028259,0.005365325683212131,1.8300186491607877,1.8439410226539807,1.9410154543045564,0.0032954779831225467,1.93584688689009,1.9442640081196345,1.8066054027568756,0.004447829209099476,1.7996260168292426,1.811364488598013
10,58,1.8863345962967073,0.0017733378282735852,1.8845823471119338,1.8887417264899318,1.7868398816434325,0.003139033340370172,1.781305842130578,1.78873962655083,1.7900434887388266,0.0032081184289176317,1.7860257052545476,1.7940494725652956,1.9770680650261145,0.0023839068890209,1.9745252387680756,1.9806315616847112,1.91678951310412,0.0033419679648545556,1.9128720267112254,1.919686329096456
14,72,1.8665136055102018,0.0005183584460365401,1.8661048202264718,1.8673822742381276,1.7995823150366586,0.002695545958778319,1.795479862724942,1.802597106504166,1.812904335443924,0.0031832002140751033,1.8078164186089303,1.8163206124579514,1.9676660640216952,0.002300807226983319,1.9640672935774313,1.9699800807170942,1.8905808390897927,0.002346243874349462,1.8868360739013397,1.8927853597270496
7,48,1.9099202619137141,0.0028973286806156687,1.9059807564618447,1.9137225706583043,1.793822448261242,0.0023237017486283187,1.7911030135276753,1.7958069006343846,1.7936950513187682,0.002110891290676997,1.791470504707887,1.7968113765269635,1.9902832332024034,0.005626683476751593,1.9841828796108896,1.9979515491628201,1.9514761645720504,0.002961187489951407,1.946992772173468,1.9538526075374192
8,18,1.7563897924918674,0.0009237268622527027,1.7554797006826939,1.7577311804193763,1.6884540039139644,0.001864533386129959,1.6870518165336512,1.6913647777170007,1.7259672662946035,0.0008340091754053423,1.7253174721427507,1.7271984552139032,1.9589317696140736,0.0030751811658711243,1.9557473982734155,1.962729835431481,1.8339660943051512,0.0016315726334606628,1.8314885166033505,1.8351554836006476
17,98,1.875938279024328,0.0029401309334779976,1.8718992769354301,1.8793239131282569,1.8331426760088756,0.0047609102623824085,1.8278959330992783,1.839973341306276,1.8450121944024744,0.005610435999474338,1.8359145401875308,1.8506153198493274,1.9688254275540498,0.00468444272138737,1.9638162730026227,1.975794686060383,1.8924011723425551,0.005675453291781695,1.8860060857018004,1.8990734454011753
31,30,1.572160017599736,0.002044453999310099,1.5701729474057888,1.574590381144283,1.692596311055334,0.0012124345754478193,1.6909626355604666,1.6943260851087234,1.736116558251626,0.0019916567972930047,1.7333544996825048,1.7387794183087253,1.7804737928931065,0.0015087413497594474,1.7779783303250452,1.7816362754558681,1.573235701464478,0.0008840032556339972,1.5717694234586481,1.5740323895141572
16,42,1.7485410806373067,0.0016953590270378368,1.74707481142896,1.7509447301606667,1.73421808142029,0.0014854149934625273,1.7323261211514558,1.7355295538793685,1.761225814257901,0.0013836258231538468,1.7601680364712342,1.7630704755200142,1.9354366558302274,0.002355079032404227,1.932422419129198,1.9373888148348883,1.7890892291261884,0.003169685370907405,1.7852150104847797,1.7920518669107948
13,57,1.8423348934555368,0.002539175317365771,1.8388665923021192,1.8458263939477724,1.77435503088162,0.0025265587140171704,1.771182521298143,1.777562339473325,1.7891156102051091,0.003435673947080917,1.785363117151161,1.792989899787856,1.9638298308498208,0.003669478461573013,1.9594161566395358,1.9676809210937487,1.8774412929231517,0.002385823179260882,1.8741295873067618,1.8805964030025144
26,92,1.7988255540245148,0.002221070004430373,1.7963053699529823,1.8015596282571,1.8240366943120616,0.0039849507928931315,1.8180663689470282,1.8290398641662484,1.840943316607436,0.00468302948935794,1.83448011391476,1.8471275321335219,1.941443793585495,0.0033696676241527076,1.938356335608562,1.946586457022977,1.8190428240300947,0.0028882995201551975,1.8154159908644203,1.823274129390048
21,63,1.7696658555255511,0.001960757656682283,1.7670483379773536,1.7716881918219576,1.7808591029382577,0.00227222136388857,1.7785039771247206,1.7836238158498008,1.8020936340505274,0.003561776741099603,1.7989513330330094,1.8061511062401534,1.9388829251878565,0.0025662114314053274,1.9347870542077925,1.9415388415264918,1.7995593138816126,0.0027241461912626387,1.7952714489493582,1.8023432261883752
22,90,1.824176712047958,0.0042443274202337835,1.8185986630601623,1.8302006409711562,1.8218199181036856,0.0034836995271993764,1.8169152388142533,1.826606302716378,1.8381536830842613,0.005324465818119902,1.8298366573504194,1.8437135328910197,1.9506337214825333,0.005357275243167859,1.9418981145848435,1.9549560269787858,1.8458428370723319,0.0034222506248583404,1.8403921823517941,1.8489002994865231
17,53,1.7807108111635042,0.0025163709768315054,1.77666091848566,1.783545736037995,1.7615089200136196,0.001653075154744855,1.7588413907031466,1.7633232719332936,1.7845987081342347,0.004184279394760928,1.780062828335049,1.7910245378497471,1.9431493065433767,0.0026293893339837155,1.9393316077123954,1.9454604452981998,1.8155776871912892,0.0016976947437928095,1.813352946146927,1.8175378352473661
25,64,1.7334685290070717,0.0023046093923258537,1.7305696217721032,1.7362894387379604,1.7819634771687305,0.002569432810213498,1.778993072221689,1.785297870468145,1.803991272279287,0.0032474088811969806,1.8003448889635532,1.8073321653707082,1.926824341621068,0.001703547002402691,1.9240684298102462,1.9281632987744393,1.7618596204921442,0.00292304614871688,1.7579012471600908,1.7647585277271127
15,93,1.881482311072535,0.004975623806224725,1.8732388943914107,1.8864452802944665,1.8285251735794286,0.0038487451297711294,1.8231862218406845,1.8336197366822442,1.8395226621962077,0.004276103851579955,1.833055762907025,1.8447112209282268,1.9727050692142813,0.0023755059221475905,1.9703833771729615,1.9761171105543591,1.9075942968651958,0.0012676348271510195,1.9053853995789196,1.9085812509718296
14,48,1.8045727902530337,0.0025145874731553864,1.8012212706895034,1.8076401166372007,1.7518451557162629,0.0027194678406784237,1.7476900554386694,1.7543783949185219,1.7731204451093174,0.00272797404904769,1.7705725062598499,1.7774568410358151,1.9535586145932498,0.002910175420368133,1.9498592033791189,1.9575520187515498,1.8403958305000683,0.0024963566442274343,1.837088409878163,1.8431397646456484
32,62,1.660433226569976,0.0021908697418955413,1.6573526220687158,1.66248696290415,1.7786175628555516,0.0026616581690538043,1.7761039407778358,1.7819627591544662,1.8018701420255971,0.0038452683746756067,1.7982792533431464,1.8066894926257286,1.9040277751389705,0.0028706828257833725,1.9009660700518285,1.907549365969655,1.6893178311472343,0.0038231692455765226,1.685449751057717,1.694741962999147
9,10,1.6144993275033623,0.0005752718840812355,1.6138184309078454,1.6153804230978845,1.693240233798831,0.001194207295093169,1.6923360383198085,1.6950970245148775,1.874121129394353,0.0012099189480807872,1.8725096374518126,1.8752816235918819,1.9133689331553345,0.002019665989561407,1.9100689496552516,1.9152169239153805,1.6982540087299562,0.0013998159361517128,1.6965875170624147,1.7004264978675105
23,47,1.6789813439384176,0.0011405919755236745,1.6780885649187245,1.6809204983682884,1.745310985191848,0.001550983861223978,1.7426230483583636,1.7464869575564972,1.7735775209282583,0.002710257913472303,1.7710863794700824,1.7773742317055548,1.913153440894139,0.005949551673335727,1.9047632380639055,1.9207708618847457,1.7182636208049111,0.0015761253892313544,1.716751656336076,1.7209275582023822
13,94,1.8997397122335251,0.0040161040766801895,1.8946859497603612,1.904660480957395,1.8326253666077694,0.005663757770495144,1.826669146550112,1.840823481296379,1.8385530880048637,0.004218673535400046,1.8316089143810241,1.8421059210217121,1.9791844783295187,0.005901967942970183,1.9707298756958422,1.985739170258998,1.922605137558535,0.005838497775319392,1.9129725902882566,1.928646853597881
8,6,1.7039453881638356,0.00019635845706206305,1.703665389003833,1.7041518875443373,1.6676490970527087,0.0005826804552221833,1.6670939987180038,1.6684799945600164,2.024935725192824,0.0014560953278198834,2.02333692998921,2.026115921652235,1.9039718880843357,0.0007479896009064857,1.9027237918286246,1.9044807865576403,1.6938087185738442,0.0007874447470007854,1.693221420335739,1.6950554148337555
20,19,1.585284939793072,0.0014914113242001311,1.583724954612931,1.5875549182282769,1.6649761827262641,0.0019042586751415315,1.6630642008900915,1.6679841541505356,1.7464094091106133,0.0007210201955707087,1.7458234146775606,1.7476233975777231,1.8060408426119952,0.0018995397976607348,1.8033428682427517,1.8078428254931578,1.5911888837056047,0.0011852650790690035,1.5896548982784664,1.5924948712987228
16,74,1.848501605440599,0.00181904992611942,1.8466566737030732,1.8504815321833092,1.8011558572332824,0.0027059607850848035,1.7969710120725535,1.8041332470698586,1.817257761462826,0.00397883074562915,1.8111079890044068,1.8219825866442942,1.9600749772258426,0.0038401398868935306,1.9541276972752006,1.9642148240515103,1.8735056802898291,0.005355676243379387,1.867543400894167,1.8792054693976323
27,73,1.7451523019409791,0.0034376902552603877,1.7398244964058813,1.7491111574427534,1.7964176307564774,0.003130553666718832,1.7921775855181286,1.8005392803162685,1.8180470412829934,0.004028046901609921,1.811897865727901,1.8223684835503504,1.928273418020242,0.00431780739525642,1.92108088054786,1.9326614578567884,1.76913482657883,0.0012621366842303138,1.7676844795164977,1.7703113836344972
