k,w,double_decycling_dna_mean,double_decycling_dna_std,double_decycling_dna_min,double_decycling_dna_max,one_zero_dna_mean,one_zero_dna_std,one_zero_dna_min,one_zero_dna_max,abb_plus_dna_mean,abb_plus_dna_std,abb_plus_dna_min,abb_plus_dna_max,miniception_dna_mean,miniception_dna_std,miniception_dna_min,miniception_dna_max,open_closed_dna_mean,open_closed_dna_std,open_closed_dna_min,open_closed_dna_max
19,50,1.7434475138121548,0.0019176639567320276,1.7409944751381214,1.74571185720357,1.7532545686357843,0.0014981173871936155,1.750939226519337,1.7546876328091796,1.7794628134296644,0.004014331849376544,1.7767700807479812,1.7864853378665535,1.929195070123247,0.002452025912319966,1.927241818954526,1.9333106672333191,1.780651083722907,0.001411983308651532,1.7789120271993202,1.78217594560136
15,52,1.8014602620331872,0.004046098568550333,1.795540315951785,1.806007543803861,1.7608103189317077,0.0016493133710614306,1.7579112943063482,1.7618331923369992,1.7815380800099194,0.004559676007940649,1.777547283770622,1.7892334799295218,1.951292666390674,0.0022725843736245447,1.9475403639505373,1.9535292082405857,1.83921648037151,0.0016571500455714245,1.8371707335609275,1.8417286150560086
16,63,1.8240129435922767,0.001210348919544421,1.822662586128537,1.825350501459204,1.7831054321788862,0.0025457204304364075,1.7801679247103717,1.7858637452920234,1.8001608949318098,0.0033654056595871064,1.7970313935111044,1.804167168734185,1.9536280607160876,0.0064143573870179315,1.9454427185543655,1.9602582518650662,1.854680777555507,0.003800047031702691,1.8498617293555253,1.8601974037817808
17,70,1.828462903798367,0.003798483172809331,1.8227192048278311,1.8332623358182463,1.7941853035143769,0.002890196262947654,1.7894923677671282,1.7974085906993256,1.8115512957046502,0.0036590076352773977,1.8059992900248492,1.8149449769258077,1.9574582889598862,0.004429855234400235,1.9524316648917288,1.964430244941427,1.8542208022719204,0.002636078553984575,1.8506922257720981,1.857188498402556
21,87,1.8255773873836485,0.003597553222351352,1.8201568231781917,1.8302763829773405,1.818335302414345,0.0042830504073590745,1.8120171772527895,1.8233246853761862,1.833945823356684,0.005167911881332189,1.8260965647994312,1.8387240155053257,1.9543597853493373,0.0027709015154978923,1.9508751369315436,1.9573428555857821,1.850084321332022,0.0024551168582167193,1.8465996729142282,1.8526274107076341
7,58,1.9233501228464376,0.004157202985173948,1.9194503359402577,1.92989303310204,1.8225869449785956,0.0019427599984233512,1.8207166992157229,1.825643056351366,1.8183921666271676,0.00179077058817246,1.8158198412246045,1.8205987026376234,1.9917291398549442,0.004991173310856974,1.9839059667269647,1.996826592028831,1.9603479499094525,0.004688768156754528,1.9549968050926525,1.9670324560587744
24,89,1.8093784826575217,0.003163074379724459,1.8050046772918604,1.8135542968337908,1.8212039564239393,0.003983911382125607,1.8146792467735184,1.824893792226246,1.8366922671941097,0.005242063934532997,1.828178646050251,1.841678045326983,1.9460554005346764,0.004201786663913923,1.9412586139916774,1.9520131354154742,1.8318594822530396,0.0032212721031587726,1.826153736158741,1.8338933917440674
11,43,1.8313154267183258,0.0018065483284335788,1.8287326822473318,1.8336165772435893,1.7449804829196172,0.0020293892938511014,1.7415485567060307,1.7469384408235222,1.758725787395571,0.0023135303419994434,1.7561122435867627,1.7616561243933253,1.964685359264776,0.002500863423188306,1.961323831537622,1.9670657080872762,1.8723885436463117,0.001620411149152445,1.8697398005942873,1.8736337168750872
21,90,1.8303735331910065,0.004528749277909435,1.8236034378452972,1.8361153748081336,1.822001909914054,0.0033624495321251035,1.8172337244823984,1.826606302716378,1.8381354839032245,0.005407427358867589,1.8296546655400507,1.8437135328910197,1.9562845671944764,0.002572626601337809,1.9534090965906534,1.9593238304276308,1.8548423320950556,0.00212056580986121,1.8522671479783408,1.8579543920523576
29,81,1.7504897051669406,0.0031481546186085865,1.7468572522812824,1.7545649401199253,1.809199327427239,0.00489768024595718,1.8012210505474529,1.8136845457758959,1.8267302174261943,0.0047720728803740745,1.8194243133153107,1.8313548301293798,1.9289472776352556,0.0036095539806677217,1.9245030576261661,1.933604689010095,1.7746705258437032,0.0041591193913403535,1.7716202493799,1.7812958575177704
